upc,dynamic_profit,myopic_profit,vdo_contribution,alpha,capacity,washout_horizon
1600066590,531.9719934097901,531.9719934097901,0.0,1.65,2,12
1600066610,593.8574049460657,593.8574049460657,0.0,1.65,2,12
3800000110,204.3713128491751,203.926880957349,0.444431891826099,1.65,2,12
3800000120,317.2261038783959,314.74357651607164,2.4825273623242765,1.65,2,12
3800000127,315.9430726272595,315.9430726272595,0.0,1.65,2,12
3800001520,421.8072541043035,421.8072541043035,0.0,1.65,2,12
3800001611,420.799896737785,420.799896737785,0.0,1.65,2,12
1600066510,498.537894505076,498.537894505076,0.0,1.7,2,12
1600066590,531.9719934097901,531.9719934097901,0.0,1.7,2,12
1600066610,593.8574049460657,593.8574049460657,0.0,1.7,2,12
3800000110,205.4222327892937,204.92495944767137,0.49727334162233205,1.7,2,12
3800000120,330.56470250458335,329.68146345676416,0.8832390478191883,1.7,2,12
3800000127,315.9430726272595,315.9430726272595,0.0,1.7,2,12
3800001520,421.8072541043035,421.8072541043035,0.0,1.7,2,12
3800001611,420.799896737785,420.799896737785,0.0,1.7,2,12
1600066510,498.537894505076,498.537894505076,0.0,1.75,2,12
1600066590,531.9719934097901,531.9719934097901,0.0,1.75,2,12
1600066610,593.8574049460657,593.8574049460657,0.0,1.75,2,12
3800000110,206.47315272941225,205.9230379379937,0.5501147914185367,1.75,2,12
3800000120,346.01031402674306,344.6193503974566,1.390963629286432,1.75,2,12
3800000127,315.9430726272595,315.9430726272595,0.0,1.75,2,12
3800001520,421.8072541043035,421.8072541043035,0.0,1.75,2,12
3800001611,420.799896737785,420.799896737785,0.0,1.75,2,12
1600066510,498.537894505076,498.537894505076,0.0,1.8,2,12
1600066590,531.9719934097901,531.9719934097901,0.0,1.8,2,12
1600066610,593.8574049460657,593.8574049460657,0.0,1.8,2,12
3800000110,207.52407266953085,206.92111642831608,0.6029562412147698,1.8,2,12
3800000120,361.45592554890277,359.557237338149,1.8986882107537895,1.8,2,12
3800000127,315.9430726272595,315.9430726272595,0.0,1.8,2,12
3800001520,421.8072541043035,421.8072541043035,0.0,1.8,2,12
3800001611,420.799896737785,420.799896737785,0.0,1.8,2,12
1600066510,498.537894505076,483.434431963192,15.103462541883971,1.85,2,12
1600066590,531.9719934097901,531.9719934097901,0.0,1.85,2,12
1600066610,593.8574049460657,593.8574049460657,0.0,1.85,2,12
3800000110,208.5749926096494,207.91919491863842,0.6557976910109744,1.85,2,12
3800000120,376.90264941712405,374.4951242788414,2.407525138282665,1.85,2,12
3800000127,315.9430726272595,315.9430726272595,0.0,1.85,2,12
3800001520,421.8072541043035,421.8072541043035,0.0,1.85,2,12
3800001611,420.799896737785,420.799896737785,0.0,1.85,2,12
1600066510,498.6392646776987,496.13543962331715,2.5038250543815366,1.9,2,12
1600066590,531.9719934097901,531.9719934097901,0.0,1.9,2,12
1600066610,593.8574049460657,593.8574049460657,0.0,1.9,2,12
3800000110,209.625912549768,209.6259121987849,3.5098310036119074e-07,1.9,2,12
3800000120,392.38811287372266,389.43301121953374,2.9551016541889226,1.9,2,12
3800000127,315.9430726272595,315.9430726272595,0.0,1.9,2,12
3800001520,421.8072541043035,421.8072541043035,0.0,1.9,2,12
3800001611,420.799896737785,420.799896737785,0.0,1.9,2,12
1600066510,512.3579081920685,509.728227070524,2.629681121544536,1.95,2,12
1600066590,531.9719934097901,531.9719934097901,0.0,1.95,2,12
1600066610,593.8574049460657,593.8574049460657,0.0,1.95,2,12
3800000110,210.46377497455438,210.67683209178054,-0.21305711722615683,1.95,2,12
3800000120,407.8735763303215,404.3708981602262,3.502678170095294,1.95,2,12
3800000127,315.9430726272595,315.9430726272595,0.0,1.95,2,12
3800001520,421.8072541043035,421.8072541043035,0.0,1.95,2,12
3800001611,420.799896737785,420.799896737785,0.0,1.95,2,12
1600066510,526.8196463065069,523.321014517731,3.498631788775924,2.0,2,12
1600066590,531.9719934097901,531.9719934097901,0.0,2.0,2,12
1600066610,593.8574049460657,593.8574049460657,0.0,2.0,2,12
3800000110,211.49184167856896,211.7277519847762,-0.23591030620724496,2.0,2,12
3800000120,423.35903978692016,419.3087851009186,4.050254686001551,2.0,2,12
