alpha,capacity,decision_horizon,washout_horizon,evaluation_horizon,dynamic_profit,myopic_profit,vdo,vdo_percent,dynamic_promotion_count,myopic_promotion_count,dynamic_binding_weeks,myopic_binding_weeks,dynamic_active_set,myopic_active_set,dynamic_schedule_signature,myopic_schedule_signature,best_second_gap,minimum_chosen_support,median_chosen_support,minimum_chosen_panels,maximum_terminal_state_dynamic,maximum_terminal_state_myopic,action_disagreements,status_disagreements,depth_disagreements,disagreement_rate,timing_shift_products,same_action_multiset_products,dynamic_active_products,myopic_active_products,active_set_equal,economic_profile_mode,dynamic_schedule_signature_previous,myopic_schedule_signature_previous,dynamic_active_set_previous,myopic_active_set_previous,dynamic_schedule_change,myopic_schedule_change,dynamic_active_set_change,myopic_active_set_change,any_policy_boundary,relative_best_second_gap
2.7,8,12,12,24,4005.8766015949195,3964.80444014266,41.07216145225948,1.0359189733650933,28,32,0,4,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,e1eef6ff2f9d93cc,d9d17b8be47105ce,0.0034205979568469047,23.0,36.0,12.0,0.02822057541544282,0.025392701012518518,54,54,0,0.5625,7,7,7,8,False,weekly_predicted_demand_fixed_product_price_cost,269c9000c9b1591c,d9d17b8be47105ce,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,False,True,False,True,8.538949890480928e-07
2.75,8,12,12,24,4073.1222493952364,4028.7209178668054,44.401331528431,1.1021198150389966,28,32,0,4,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,e1eef6ff2f9d93cc,d9d17b8be47105ce,0.018146107303891768,23.0,36.0,12.0,0.02822057541544282,0.025392701012518518,54,54,0,0.5625,7,7,7,8,False,weekly_predicted_demand_fixed_product_price_cost,e1eef6ff2f9d93cc,d9d17b8be47105ce,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,False,False,False,False,4.455085360275165e-06
2.8,8,12,12,24,4140.380887351442,4085.4188581298554,54.96202922158636,1.3453217682249068,29,32,0,4,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,e0865a2f2eac5888,0be303352a835dac,0.01218350338149321,23.0,36.0,12.0,0.02822057541544282,0.025392701012518518,55,55,0,0.5729166666666666,7,7,8,8,True,weekly_predicted_demand_fixed_product_price_cost,e1eef6ff2f9d93cc,d9d17b8be47105ce,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,True,True,False,True,2.9426044880829476e-06
2.85,8,12,12,24,4207.843887817268,4138.509678640126,69.33420917714193,1.6753424435610953,32,32,2,4,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,dcbeaa89c964cf2e,bf1cacb357153055,0.004454708356206538,23.0,36.0,12.0,0.02822057541544282,0.037860144277857555,58,58,0,0.6041666666666666,7,7,8,8,True,weekly_predicted_demand_fixed_product_price_cost,e0865a2f2eac5888,0be303352a835dac,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,True,False,False,True,1.058667687055597e-06
2.9,8,12,12,24,4275.46109479993,4212.806695984611,62.65439881531893,1.4872364990075917,32,32,2,4,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,dcbeaa89c964cf2e,bf1cacb357153055,0.00919580816753296,23.0,36.0,12.0,0.02822057541544282,0.037860144277857555,58,58,0,0.6041666666666666,7,7,8,8,True,weekly_predicted_demand_fixed_product_price_cost,dcbeaa89c964cf2e,bf1cacb357153055,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,False,False,False,False,2.1508342524078743e-06
2.95,8,12,12,24,4348.0981016691985,4287.1037133290965,60.99438834010198,1.4227411422416358,32,32,2,4,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,a7ead4a1661f593d,bf1cacb357153055,0.007545848755398765,23.0,35.0,12.0,0.040811403983899056,0.037860144277857555,58,58,0,0.6041666666666666,8,8,8,8,True,weekly_predicted_demand_fixed_product_price_cost,dcbeaa89c964cf2e,bf1cacb357153055,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,False,False,False,True,1.7354366389530119e-06
3.0,8,12,12,24,4426.542007285941,4361.400730673581,65.14127661235943,1.4935861351657755,32,32,2,4,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,a7ead4a1661f593d,bf1cacb357153055,0.0048055552351797814,23.0,35.0,12.0,0.040811403983899056,0.037860144277857555,58,58,0,0.6041666666666666,8,8,8,8,True,weekly_predicted_demand_fixed_product_price_cost,a7ead4a1661f593d,bf1cacb357153055,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,False,False,False,False,1.0856228693345726e-06
3.05,8,12,12,24,4504.985912902683,4435.697748018067,69.28816488461598,1.5620578502125155,32,32,2,4,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,a7ead4a1661f593d,bf1cacb357153055,0.002065261714051303,23.0,35.0,12.0,0.040811403983899056,0.037860144277857555,58,58,0,0.6041666666666666,8,8,8,8,True,weekly_predicted_demand_fixed_product_price_cost,a7ead4a1661f593d,bf1cacb357153055,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,False,False,False,False,4.5843910591067747e-07
3.1,8,12,12,24,4583.433382238664,4509.994765362551,73.43861687611297,1.628352596773122,32,32,2,4,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,a6296de190f0a68f,bf1cacb357153055,0.0006750318070771755,23.0,35.0,12.0,0.040811403983899056,0.037860144277857555,54,54,0,0.5625,8,8,8,8,True,weekly_predicted_demand_fixed_product_price_cost,a7ead4a1661f593d,bf1cacb357153055,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,False,False,False,True,1.4727645212276935e-07
3.15,8,12,12,24,4661.924280147934,4584.291782707036,77.63249744089808,1.6934458171651519,32,32,2,4,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,a6296de190f0a68f,bf1cacb357153055,0.0034153253272961592,23.0,35.0,12.0,0.040811403983899056,0.037860144277857555,54,54,0,0.5625,8,8,8,8,True,weekly_predicted_demand_fixed_product_price_cost,a6296de190f0a68f,bf1cacb357153055,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,False,False,False,False,7.325999141255428e-07
3.2,8,12,12,24,4740.415178057206,4658.588800051522,81.82637800568318,1.7564627726915543,32,32,2,4,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,a6296de190f0a68f,bf1cacb357153055,0.006155618848424638,23.0,35.0,12.0,0.040811403983899056,0.037860144277857555,54,54,0,0.5625,8,8,8,8,True,weekly_predicted_demand_fixed_product_price_cost,a6296de190f0a68f,bf1cacb357153055,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,False,False,False,False,1.2985400259703484e-06
